iter	Passed	Remaining
786	1230	332
787	1230	331
788	1231	329
789	1232	327
790	1232	325
791	1233	323
792	1234	322
793	1234	320
794	1235	318
795	1236	316
796	1237	315
797	1238	313
798	1239	311
799	1241	310
800	1243	308
801	1245	307
802	1247	306
803	1249	304
804	1251	303
805	1253	301
806	1255	300
807	1257	298
808	1259	297
809	1261	295
810	1263	294
811	1265	293
812	1268	291
813	1270	290
814	1273	288
815	1275	287
816	1278	286
817	1280	284
818	1283	283
819	1285	282
820	1287	280
821	1289	279
822	1292	277
823	1294	276
824	1297	275
825	1299	273
826	1301	272
827	1302	270
828	1304	269
829	1305	267
830	1307	265
831	1308	264
832	1309	262
833	1310	260
834	1311	259
835	1312	257
836	1313	255
837	1314	254
838	1315	252
839	1316	250
840	1317	249
841	1318	247
842	1319	245
843	1320	244
844	1321	242
845	1321	240
846	1322	238
847	1323	237
848	1323	235
849	1324	233
850	1325	232
851	1326	230
852	1327	228
853	1328	227
854	1329	225
855	1330	223
856	1331	222
857	1333	220
858	1334	219
859	1336	217
860	1337	215
861	1339	214
862	1340	212
863	1342	211
864	1343	209
865	1344	208
866	1345	206
867	1346	204
868	1348	203
869	1350	201
870	1351	200
871	1352	198
872	1353	196
873	1354	195
874	1356	193
875	1357	192
876	1359	190
877	1360	189
878	1362	187
879	1363	185
880	1364	184
881	1366	182
882	1367	181
883	1368	179
884	1369	178
885	1371	176
886	1372	174
887	1373	173
888	1374	171
889	1375	170
890	1377	168
891	1378	166
892	1380	165
893	1381	163
894	1383	162
895	1384	160
896	1386	159
897	1388	157
898	1389	156
899	1390	154
900	1391	152
901	1392	151
902	1393	149
903	1394	148
904	1395	146
905	1396	144
906	1397	143
907	1397	141
908	1398	140
909	1399	138
910	1400	136
911	1400	135
912	1401	133
913	1402	131
914	1403	130
915	1404	128
916	1404	127
917	1405	125
918	1407	124
919	1408	122
920	1409	120
921	1411	119
922	1412	117
923	1413	116
924	1414	114
925	1415	113
926	1417	111
927	1418	110
928	1419	108
929	1421	106
930	1422	105
931	1423	103
932	1424	102
933	1426	100
934	1427	99
935	1428	97
936	1429	96
937	1431	94
938	1432	93
939	1434	91
940	1435	89
941	1436	88
942	1437	86
943	1438	85
944	1440	83
945	1441	82
946	1442	80
947	1444	79
948	1445	77
949	1447	76
950	1449	74
951	1450	73
952	1452	71
953	1453	70
954	1454	68
955	1456	67
956	1457	65
957	1459	63
958	1460	62
959	1462	60
960	1463	59
961	1464	57
962	1465	56
963	1466	54
964	1467	53
965	1469	51
966	1470	50
967	1471	48
968	1472	47
969	1473	45
970	1473	44
971	1474	42
972	1475	40
973	1476	39
974	1477	37
975	1478	36
976	1479	34
977	1480	33
978	1480	31
979	1481	30
980	1482	28
981	1483	27
982	1483	25
983	1484	24
984	1485	22
985	1486	21
986	1487	19
987	1488	18
988	1491	16
989	1494	15
990	1496	13
991	1498	12
992	1501	10
993	1502	9
994	1503	7
995	1504	6
996	1505	4
997	1507	3
998	1508	1
999	1509	0
